Name,About,URL,Publication Type,Sector,Purpose,,TAGS,Digital Harms Addressed,TechFocus,,Sponsoring Org,,Author(s)/Editors,Audience,,Working group,License,Volume Frequency,Version or Edition,Date,,Status,,,,Jurisdiction,,,,Github Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Praise the Machine! Punish the Human! The Contradictory History of Accountability in Automated Aviation,Abstract: What will happen to current regimes of liability when driverless cars become commercially available? What happens when there is no human actor—only a computational agent—responsible for an accident?...,https://datasociety.net/output/contradictory-history-of-accountability-in-automated-aviation/,,,,,Intelligence and Autonomy,,,,Data & Society Research Institute,,Madeleine Clare Elish: Tim Hwang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The future of designing autonomous systems will involve ethnographers,D&S researcher Madeleine Clare Elish asserts ethnography and anthropology’s role in studying automation and intelligent systems. Cultural perceptions of the role of humans in automated and robotic systems need...,https://datasociety.net/output/the-future-of-designing-autonomous-systems-will-involve-ethnographers/,,,,,Intelligence and Autonomy,,,,Data & Society Research Institute,,Madeleine Clare Elish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Letting autopilot off the hook,"D&S researcher Madeleine Clare Elish discusses the complexities of error in automated systems. Elish argues that the human role in automated systems has become ‘the weak link, rather than...",https://datasociety.net/output/letting-autopilot-off-the-hook/,,,,,Intelligence and Autonomy,,,,Data & Society Research Institute,,Madeleine Clare Elish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Truth About How Uber’s App Manages Drivers,"D&S Researcher Alex Rosenblat examines how Uber’s app design and deployment redistributes management functions to semiautomated and algorithmic systems, as well as to consumer ratings systems, creating ambiguity around...",https://datasociety.net/output/the-truth-about-how-ubers-app-manages-drivers/,,,,,Intelligence and Autonomy,,,,Data & Society Research Institute,,Alex Rosenblat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapons of Mass Persuasion,"“Just as the software and hardware of the internet has been militarized by the imperatives of a mostly secret ‘cyberwar,’ so too are online social spaces being weaponized in...",https://datasociety.net/output/weapons-of-mass-persuasion/,,,,,Intelligence and Autonomy,,,,Data & Society Research Institute,,Tim Hwang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uber’s Phantom Cabs,“Uber’s access to real-time information about where passengers and drivers are has helped make it one of the most efficient and useful apps produced by Silicon Valley in recent...,https://datasociety.net/output/ubers-phantom-cabs/,,,,,Intelligence and Autonomy,,,,Data & Society Research Institute,,Alex Rosenblat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mirage of the Marketplace,"“Increasingly, what underlies the debate over the so-called sharing economy is a nascent, bigger battle about how society wants machines coordinating and governing human activity. These apps don’t match...",https://datasociety.net/output/the-mirage-of-the-marketplace/,,,,,Intelligence and Autonomy,,,,Data & Society Research Institute,,Tim Hwang: Madeleine Clare Elish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"“Moral Crumple Zones”: When your self-driving car crashes, you could still be the one who gets sued","“In a self-driving car, the control of the vehicle is shared between the driver and the car’s software. How the software behaves is in turn controlled — designed —...",https://datasociety.net/output/moral-crumple-zones-when-your-self-driving-car-crashes-you-could-still-be-the-one-who-gets-sued,,,,,Intelligence and Autonomy,,,,Data & Society Research Institute,,Madeleine Clare Elish: Tim Hwang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Might Intelligent Machines One Day Convince Us It’s Time to Die?,"Data & Society’s Intelligence and Autonomy initiative commissioned authors to envision future scenarios for intelligent systems in four domains: medicine, labor, urban design, and warfare. The future scenario around...",https://datasociety.net/output/might-intelligent-machines-one-day-convince-us-its-time-to-die/,,,,,Intelligence and Autonomy,,,,Data & Society Research Institute,,Madeleine Clare Elish: Tim Hwang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bring on the Bots,"In this piece for Civic Hall’s Civicist, Samuel Woolley and D&S fellow Tim Hwang argue that “he failure of the ‘good bot’ is a failure of design, not a...",https://datasociety.net/output/bring-on-the-bots/,,,,,Intelligence and Autonomy,,,,Data & Society Research Institute,,Samuel Woolley: Tim Hwang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Back Stage at the Machine Theater,D&S fellows Karen Levy and Tim Hwang ask after the ethics of design theater. Excerpt: “A machine’s front stage performance gets enacted through design. Just as a human provides...,https://datasociety.net/output/back-stage-at-the-machine-theater/,,,,,Intelligence and Autonomy,,,,Data & Society Research Institute,,Karen Levy: Tim Hwang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'Future of Labor: Understanding Intelligent Systems',"Science fiction has long imagined a workforce reshaped by robots, but the increasingly common instantiation of intelligent systems in business is much more mundane. Beyond the utopian and dystopian...",https://datasociety.net/output/understanding-intelligent-systems/,,,,,Intelligence and Autonomy,,,,Data & Society Research Institute,,Alex Rosenblat: Tamara Kneese: danah boyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Disruption,"Drawn from the experiences of U.S. ridehail, care, and cleaning platform workers, “Beyond Disruption” demonstrates how technology reshapes the future of labor.",https://datasociety.net/output/beyond-disruption/,,,,,Social Instabilities in Labor Futures: Mapping Inequalities Across the On-Demand Economy,,,,Data & Society Research Institute,,Julia Ticona: Alexandra Mateescu: Alex Rosenblat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trusted strangers: Carework platforms’ cultural entrepreneurship in the on-demand economy,Data & Society Postdoctoral Scholar Julia Ticona and Research Analyst Alexandra Mateescu investigate the consequences of “visibility” in carework apps. “Based on a discourse analysis of carework platforms and...,https://datasociety.net/output/trusted-strangers-carework-platforms-cultural-entrepreneurship-in-the-on-demand-economy/,,,,,Social Instabilities in Labor Futures: Mapping Inequalities Across the On-Demand Economy,,,,Data & Society Research Institute,,Julia Ticona: Alexandra Mateescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Taking Economy: Uber, Information, and Power",Ryan Calo and D&S researcher Alex Rosenblat write this analysis of the newly termed ‘taking economy’ of Uber. Sharing economy firms such as Uber and Airbnb facilitate trusted transactions...,https://datasociety.net/output/the-taking-economy-uber-information-and-power/,,,,,Social Instabilities in Labor Futures: Mapping Inequalities Across the On-Demand Economy,,,,Data & Society Research Institute,,Ryan Calo: Alex Rosenblat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When Your Boss Is an Algorithm,,https://datasociety.net/output/when-your-boss-is-an-algorithm/,,,,,Social Instabilities in Labor Futures: Mapping Inequalities Across the On-Demand Economy,,,,Data & Society Research Institute,,Alex Rosenblat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nannies Already Felt Like They Were Under Constant Surveillance. The Internet Has Made It Even Worse.,,https://datasociety.net/output/nannies-already-felt-like-they-were-under-constant-surveillance-the-internet-has-made-it-even-worse/,,,,,Social Instabilities in Labor Futures: Mapping Inequalities Across the On-Demand Economy,,,,Data & Society Research Institute,,Alexandra Mateescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There’s an App for Wrecking Nannies’ Lives,,https://datasociety.net/output/theres-an-app-for-wrecking-nannies-lives/,,,,,Social Instabilities in Labor Futures: Mapping Inequalities Across the On-Demand Economy,,,,Data & Society Research Institute,,Alex Rosenblat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 Star Service: A curated reading list,,https://datasociety.net/output/5-star-service-a-curated-reading-list/,,,,,Social Instabilities in Labor Futures: Mapping Inequalities Across the On-Demand Economy,,,,Data & Society Research Institute,,Alexandra Mateescu: Julia Ticona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How Domestic Workers Wager Safety In The Platform Economy,,https://datasociety.net/output/how-domestic-workers-wager-safety-in-the-platform-economy/,,,,,Social Instabilities in Labor Futures: Mapping Inequalities Across the On-Demand Economy,,,,Data & Society Research Institute,,Julia Ticona: Alexandra Mateescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uber May Have Imposed 12-Hour Driving Limits, but It’s Still Pushing Drivers in Other Troubling Ways",,https://datasociety.net/output/uber-may-have-imposed-12-hour-driving-limits-but-its-still-pushing-drivers-in-other-troubling-ways/,,,,,Social Instabilities in Labor Futures: Mapping Inequalities Across the On-Demand Economy,,,,Data & Society Research Institute,,Alex Rosenblat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Network Uber Drivers Built,,https://datasociety.net/output/the-network-uber-drivers-built/,,,,,Social Instabilities in Labor Futures: Mapping Inequalities Across the On-Demand Economy,,,,Data & Society Research Institute,,Alex Rosenblat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who Cares in the Gig Economy?,,https://datasociety.net/output/who-cares-in-the-gig-economy/,,,,,Social Instabilities in Labor Futures: Mapping Inequalities Across the On-Demand Economy,,,,Data & Society Research Institute,,Alexandra Mateescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phones, but No Papers",,https://datasociety.net/output/phones-but-no-papers/,,,,,Social Instabilities in Labor Futures: Mapping Inequalities Across the On-Demand Economy,,,,Data & Society Research Institute,,Julia Ticona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What Customer Data Collection Could Mean for Workers,"D&S affiliate Solon Barocas and D&S fellow Karen Levy examine a concept called refractive surveillance, which is when surveillance of one group impacts another.

    Debates about consumer privacy have largely missed the fact that firms’ ability to develop a better understanding of consumers also impacts workers’ day-to-day experiences, their job security, and their financial well-being.

    But our research suggests that data collection frequently also impacts people other than the those being surveilled. We call this dynamic refractive surveillance. In other words, collecting information about one group can facilitate control over an entirely different group. In our ongoing study, we investigate this dynamic in the context of retail tracking, to understand how data collection about customers can impact how retail workers are managed.

",https://datasociety.net/output/what-customer-data-collection-could-mean-for-workers/,,,,,Social Instabilities in Labor Futures: Understanding Privacy as a Means of Economic Redistribution,,,,Data & Society Research Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data & Civil Rights: Health Primer',"Data plays a central role in both medicine and insurance, enabling advances and creating new challenges. Although legislative efforts have attempted to protect the privacy of people’s health data,...",https://datasociety.net/output/data-civil-rights-health-primer/,,,,,Health and Data,,,,Data & Society Research Institute,,Alex Rosenblat: Kate Wikelius: danah boyd: Seeta Peña Gangadharan: Corrine Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Need medical help? Sorry, not until you sign away your privacy.","Data & Society Health + Data Lead Mary Madden considers what patient privacy means in the current age of technology. “In the era of data-driven medicine, systems for handling...",https://datasociety.net/output/need-medical-help-sorry-not-until-you-sign-away-your-privacy/,,,,,Health and Data,,,,Data & Society Research Institute,,Mary Madden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Technology’s Impact on Infrastructure is a Health Concern,"Increasingly, technology’s impact on infrastructure is becoming a health concern. In this Points piece, Data & Society Researchers Mikaela Pitcan, Alex Rosenblat, Mary Madden, and Kadija Ferryman tease out...",https://datasociety.net/output/technologys-impact-on-infrastructure-is-a-health-concern/,,,,,Health and Data,,,,Data & Society Research Institute,,Mikaela Pitcan: Alex Rosenblat: Mary Madden: Kadija Ferryman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceed With Caution,"After the Cambridge Analytica scandal, can internet data be used ethically for research? Data & Society Postdoctoral Scholar Kadija Ferryman and Elaine O. Nsoesie, PhD from the Institute for...",https://datasociety.net/output/proceed-with-caution/,,,,,Health and Data,,,,Data & Society Research Institute,,Kadija Ferryman: Elaine O. Nsoesie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When verification is also surveillance,"The rollout of Electronic Visit Verification (EVV for Medicaid recipients has serious privacy implications, argues Data & Society Researcher Jacob Metcalf. “So why should we be worried about rules...",https://datasociety.net/output/when-verification-is-also-surveillance/,,,,,Health and Data,,,,Data & Society Research Institute,,Jacob Metcalf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Data Rush,"As data becomes more prevalent in the health world, Data & Society Postdoctoral Scholar Kadija Ferryman urges us to consider how we will regulate its collection and usage. “As...",https://datasociety.net/output/health-data-rush/,,,,,Health and Data,,,,Data & Society Research Institute,,Kadija Ferryman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Student Data & Mental Health: What the Blank Spots Say,"D&S research analyst Mikaela Pitcan discusses how missing data can impact how students with mental health conditions. The areas in which data are lacking communicate priorities. However, without concrete...",https://datasociety.net/output/student-data-mental-health-what-the-blank-spots-say/,,,,,Health and Data,,,,Data & Society Research Institute,,Mikaela Pitcan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairness in Precision Medicine,"Fairness in Precision Medicine is the first report to deeply examine the potential for biased and discriminatory outcomes in the emerging field of precision medicine; “the effort to collect,...",https://datasociety.net/output/fairness-in-precision-medicine/,,,,,Fairness in Precision Medicine: Health and Data,,,,Data & Society Research Institute,,Kadija Ferryman: Mikaela Pitcan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is Precision Medicine?,What is Precision Medicine? is a general audience white paper by Dr. Kadija Ferryman and Mikaela Pitcan that introduces and outlines the emerging field of precision medicine; the effort...,https://datasociety.net/output/what-is-precision-medicine/,,,,,Fairness in Precision Medicine: Health and Data,,,,Data & Society Research Institute,,Kadija Ferryman: Mikaela Pitcan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precision Medicine National Actor Map,"The Precision Medicine National Actor Map is the first visualization of the three major national precision medicine projects–All of Us Research Program, My Research Legacy, Project Baseline–and the network of institutions connected to them as grantees and sub-grantees. ",https://datasociety.net/output/precision-medicine-national-actor-map/,,,,,Fairness in Precision Medicine: Health and Data,,,,Data & Society Research Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Library Values & Privacy in our National Digital Strategies: Field guides, Convenings, and Conversations",,https://datasociety.net/output/library-values-privacy-in-our-national-digital-strategies-field-guides-convenings-and-conversations/,,,,,Libraries and Privacy,,,,Data & Society Research Institute,,Bonnie Tijerina: Michael Zimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Privacy Project,,https://datasociety.net/output/data-privacy-project/,,,,,Libraries and Privacy,,,,Data & Society Research Institute,,Bonnie Tijerina: Bex Hurwitz: Seeta Peña Gangadharan: Nate Hill: Melissa Morrone,,Data Privacy Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Awards for Libraries and Library Training Announced,,https://datasociety.net/output/federal-awards-for-libraries-and-library-training-announced/,,,,,Libraries and Privacy,,,,Data & Society Research Institute,,,,Institute of Museum and Library Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supporting Ethical Data Research: An Exploratory Study of Emerging Issues in Big Data and Technical Research,,https://datasociety.net/output/campus-support-systems-for-technical-researchers-navigating-big-data-ethics/,,,,,Supporting Ethics in Data Research,,,,Data & Society Research Institute,,danah boyd: Emily F. Keller: Bonnie Tijerina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
